"player_id","player_name","birth_date","height_ft","height_in","nationality","weight_lb"
"p6qbOXVXQ0","A.J. Cochran","1993-02-09",6,3,"USA",196
"315VDkYQ9x","A.J. DeLaGarza","1987-11-04",5,9,"USA",152
"Oa5wV7E9M1","A.J. Palazzolo","1998-02-18",6,1,"USA",165
"wvq9eEX3qW","A.J. Paterson","1996-01-31",6,2,"USA",187
"4wM42Jezqj","A.J. Soares","1988-11-28",6,0,"USA",172
"4wM4J2pBqj","Aaron Cervantes","2002-03-20",5,11,"USA",165
"4JMA9n31MK","Aaron Dennis","1993-02-24",6,2,"US Virgin Islands",181
"2lqRkO3DQr","Aaron Gómez","1994-08-24",5,9,"Mexico",157
"NWMWVPyZQl","Aarón Guillén","1993-06-23",5,0,"USA",159
"vzqoJB2Z5a","Aaron Heard","2006-12-28",5,8,"USA",123
"a35rKYrAqL","Aaron Herrera","1997-06-06",5,11,"USA",157
"Vj58YlvEq8","Aaron Horton","1992-05-19",5,9,"USA",165
"315VXGwYQ9","Aaron Jones","1994-03-12",5,9,"England",161
"KAqBeBmW5b","Aaron Katsimpalis","1998-11-27",NA,NA,"USA",NA
"odMXR1EGqY","Aaron King","1984-07-26",6,0,"USA",174
"XVqKWYGWq0","Aaron Kovar","1993-08-14",5,10,"USA",157
"7VqG0axdQv","Aaron Lombardi","1995-12-20",5,11,"USA",165
"e7Mz913GQr","Aaron Long","1992-10-12",6,1,"USA",174
"7vQ7ANe5D1","Aaron Maund","1990-09-19",6,1,"USA",185
"9z5kbL8bMA","Aaron Messer","2003-05-21",5,11,"USA",154
"9Yqd6bnoMv","Aaron Molloy","1997-01-11",5,11,"Republic of Ireland",165
"7vQ7xDLOMD","Aaron O'Malley","2004-01-08",5,10,"USA",159
"NPqxk9x59d","Aaron Pitchkolan","1983-03-14",6,2,"USA",185
"KPqjoWOnQ6","Aaron Schoenfeld","1990-04-17",6,4,"USA",192
"315VPZLnQ9","Aaron Smith","2000-03-17",5,11,"USA",174
"aDQ0PnXRQE","Aaron Walker","1990-06-04",5,11,"USA",165
"vzqory4B5a","Aaron Wheeler","1988-05-11",6,4,"USA",198
"zeQZey71qK","Abasa Aremeyaw","2003-08-15",NA,NA,"Ghana",NA
"EGMPnvgxqa","Abass Mohammed","1994-07-15",5,9,"Ghana",161
"Oa5wVYNBM1","Abby Dahlkemper","1993-05-13",5,7,"USA",NA
"eV5DzwxEQK","Abby Elinsky","1996-01-08",5,9,"USA",110
"p6qbegX350","Abby Erceg","1989-11-20",5,10,"New Zealand",150
"NWMWox9YMl","Abby Small",NA,5,9,NA,NA
"7vQ7rjrGqD","Abby Smith","1993-10-04",5,9,"USA",NA
"gpMOo2BOMz","Abdallah Shaibu","1998-10-21",6,2,"Tanzania",170
"jYQJaKDWqG","Abdellatif Aboukoura","2004-10-16",5,9,"USA",152
"kRQa2xy8MK","Abdi Mohamed","1996-10-25",5,11,"Kenya",150
"OlMlel6N5L","Abdou Mbacke Thiam","1992-02-03",6,0,"Senegal",163
"gjMN694KMK","Abdoul Zanne","2003-02-18",5,5,"Ivory Coast",130
"NPqxxvdjq9","Abdoulaye Cisse","1997-08-25",5,10,"USA",170
"7VqG0oaYQv","Abdoulaye Cissoko","1999-12-27",6,2,"France",161
"4JMAozX7qK","Abdoulaye Diop","1999-09-17",6,0,"USA",176
"xW5pXAl5g1","Abdoulie Mansally","1989-01-27",5,10,"Gambia",161
"Vj58WkB4M8","Abdul Illal Osumanu","1996-08-20",6,0,"Ghana",181
"KAqB9POB5b","Abdul Rwatubyaye","1996-10-23",6,1,"Rwanda",176
"Oa5wZWXM14","Abel Aguilar","1985-01-06",6,1,"Colombia",181
"ljqEJzKYQx","Abel Caputo","2000-07-11",5,10,"Venezuela",161
"xW5pyW70qg","Abel Mendoza","2003-01-07",5,9,"USA",163
"vzqo7EvNqa","Abigail Kim","1999-07-19",5,7,"USA",NA
"0x5g23VwM7","Abigail Steele","1993-09-18",NA,NA,"USA",NA
"kRQaWAEj5K","Abokye Bikyeombe","2006-05-24",NA,NA,"USA",NA
"NWMWL3z75l","Aboubacar Keita","2000-04-06",6,2,"USA",179
"7VqG0pVdQv","Aboubacar Sissoko","1995-10-09",6,0,"Mali",165
"ljqELVxN5x","Abraham Dukuly","2000-11-30",NA,NA,"USA",NA
"KPqjKJK2Q6","Abraham Ramírez","2004-06-18",5,10,"Mexico",152
"gpMOo141Mz","Abraham Rodriguez","2002-07-15",5,9,"USA",165
"7vQ7rmKYqD","Abraham Romero","1998-02-18",6,3,"Mexico",179
"gjMNjO7KMK","Abraham Villalobos","2004-04-26",NA,NA,"USA",NA
"0Oq6wjzgQ6","Abu Danladi","1995-10-18",5,10,"Ghana",170
"NWMWXLYj5l","Abu Tommy","1989-10-13",6,0,"Sierra Leone",163
"KAqB9KJ75b","Abuchi Obinwa","1997-01-15",6,1,"USA",170
"NPqxxLmjq9","Achille Robin","1997-05-20",NA,NA,"France",NA
"9vQ2B4LQK6","Adailton","1983-04-16",6,3,"Brazil",181
"4wM4a9Gl5j","Adalberto Carrasquilla","1998-11-28",5,7,"Panama",141
"7VqG00yjQv","Adam Armour","2002-09-27",5,9,"USA",146
"odMXEAde5Y","Adam Beaudry","2006-04-18",NA,NA,"USA",NA
"gpMOaoG7qz","Adam Bedell","1991-12-01",6,7,"USA",205
"4JMA9R42MK","Adam Buksa","1996-07-12",6,3,"Poland",172
"aDQ0aBDBME","Adam Clement","1990-10-30",6,4,"USA",194
"0x5g1wjQ7O","Adam Eckersley","1985-09-07",5,11,"England",168
"e7Mzl3gGqr","Adam Grinwis","1992-04-21",6,2,"USA",181
"KAqBjzb4qb","Adam Henley","1994-06-14",5,10,"Wales",176
"4wM4Zy0gqj","Adam Hobbs","1993-10-29",6,1,"USA",176
"gOMn6vzOMw","Adam Jahn","1991-01-05",6,3,"USA",185
"jYQJGDWMGR","Adam Larsen Kwarasey","1987-12-12",6,2,"Ghana",179
"Xj5Y9B9E5b","Adam Lundegard","2003-08-08",6,1,"USA",161
"Oa5wVLWAM1","Adam Lundkvist","1994-03-20",5,9,"Sweden",143
"EGMPnazrqa","Adam Malekos","1997-06-27",NA,NA,"Canada",NA
"aDQ0rNE5Ev","Adam Moffat","1986-05-15",6,0,"Scotland",187
"xW5prAPKQg","Adam Najem","1995-01-19",5,8,"USA",154
"NWMWxPK5lz","Adam Nemec","1985-09-02",6,3,"Slovakia",185
"KPqjKdyBQ6","Adam Ozeri","1989-03-07",6,2,"Argentina",172
"xW5pwWRKMg","Adam Pearlman","2005-04-05",NA,NA,"USA",NA
"Pk5LemYYqO","Adam Saldana","2002-02-07",5,6,"USA",139
"0x5g3RR57O","Adam Straith","1990-09-11",6,2,"Canada",196
"KAqBjYyBqb","Adama Diomande","1990-02-14",5,11,"Norway",165
"vzqoJxXJ5a","Addie McCain",NA,NA,NA,"USA",NA
"Oa5wAPB8Q1","Addison Steiner","1994-12-19",NA,NA,"USA",NA
"Xj5Y9oOw5b","Addisyn Merrick",NA,5,5,"USA",NA
"0x5gLLzRq7","Adelaide Gay","1989-11-03",5,6,"USA",NA
"Xj5Y44KGMb","Adilson Malanda","2001-10-29",NA,NA,"France",NA
"2vQ1d3glqr","Adisa De Rosario","2004-10-27",NA,NA,"USA",NA
"BLMv64lMxe","Adolfo Bautista","1979-05-15",6,0,"Mexico",168
"eVq3xXLDQW","Adolfo Guzman","1995-11-25",5,10,"USA",161
"eV5DzXo9QK","Adolfo Hernández","1997-09-28",6,0,"Mexico",176
"gpMOzL17Qz","Adolfo Machado","1985-02-14",6,0,"Panama",159
"0x5g2KL7M7","Adolfo Ovalle","1997-04-28",5,9,"Chile",154
"NWMWV6dzQl","Adonijah Reid","1999-08-13",5,6,"Canada",150
"KAqB98Lm5b","Adonis Amaya","1996-11-10",5,10,"USA",154
"ljqE2mkOQx","Adrian Ables","1994-03-04",6,1,"USA",176
"gOMnlBG6qw","Adrian Aguilar","2003-02-15",5,5,"USA",150
"vzqo7xdZqa","Adrián Arregui","1992-08-12",5,9,"Argentina",163
"7VqG0V36Qv","Adrian Billhardt","1997-10-17",5,8,"Germany",157
"eVq3jx6G5W","Adrián Cubas","1996-05-22",5,4,"Paraguay",132
"EGMPnPJ4qa","Adrian Diz Pe","1994-03-04",6,3,"Cuba",185
"BLMv6dRBMx","Adrian Giron","2006-03-02",NA,NA,"USA",NA
"KAqBNWp7qb","Adrian Gonzalez","2003-06-22",5,9,"USA",141
"EGMPZBGAqa","Adrian Jusino","1992-07-09",6,1,"Bolivia",187
"gOMnYvvAQw","Adrian Ortellao",NA,NA,NA,"USA",NA
"0Oq6383dQ6","Adrian Rebollar","1999-11-12",5,6,"USA",146
"xW5py0RKqg","Adrián Valenzuela","1998-07-29",6,3,"USA",185
"zeQZ7oYYMK","Adrián Vera","1997-01-13",5,9,"USA",150
"kRQa2GO8MK","Adrian Villegas","2000-05-19",5,5,"USA",130
"gOMnvdxMwN","Adrian Winter","1988-07-08",5,10,"Switzerland",165
"KPqj7DpnQ6","Adrián Zendejas","1995-08-30",6,5,"USA",185
"XVqKYmW0M0","Adriana Leon","1992-10-02",5,3,"Canada",NA
"odMX8OD2MY","Adrianinho","1980-07-11",5,9,"Brazil",152
"OlMl9oz45L","Adrianna Franch","1990-11-12",5,9,"USA",NA
"9vQ2dRnL5K","Adrien Hunou","1994-01-19",5,9,"France",146
"Oa5wAWDAQ1","Adrien Pérez","1995-10-13",5,11,"USA",170
"315Vv9b59x","Adrien Regattin","1991-08-22",5,6,"Morocco",146
"NPqxxGogq9","Adrienne Jordan","1994-01-30",NA,NA,"USA",NA
"Oa5wVwxXM1","Aedan Stanley","1999-12-13",5,11,"USA",172
"gjMN6vA0MK","Aerial Chavarin",NA,NA,NA,"USA",NA
"Pk5L172GqO","Afrim Taku","1989-08-04",5,11,"Albania",161
"BLMvlJ83qx","Ager Aketxe","1993-12-30",5,9,"Spain",152
"N6MmL1wQEG","Agus","1985-05-03",6,1,"Spain",181
"aDQ0P0yvQE","Agustin Cazarez","1989-12-04",5,7,"USA",146
"NWMWVpyKQl","Agustín Jara","1992-06-01",5,10,"Argentina",165
"7vQ7X1OMD1","Agustín Pelletieri","1982-05-17",5,8,"Argentina",161
"gpMOR92Qzy","Agustín Viana","1983-08-23",5,11,"Uruguay",165
"315VXpO9Q9","Ahmed Hamdi","1998-02-10",5,10,"Egypt",150
"aDQ0z3P5Ev","Ahmed Kantari","1985-06-28",6,1,"Morocco",181
"7vQ7xXx8MD","Ahmed Longmire","1999-10-11",6,3,"USA",190
"4wM4JXkkqj","Aidan Apodaca","1996-05-24",5,8,"USA",168
"kRQa2NpbMK","Aidan Daniels","1998-09-06",5,9,"Canada",165
"a35rBbKL5L","Aidan Hogan","1997-04-23",6,3,"USA",190
"0x5gLeZLq7","Aidan Liu","2000-07-01",6,4,"USA",176
"N6MmorYxqE","Aidan Morris","2001-11-16",5,8,"USA",135
"jYQJgR4dMG","Aidan Semelsberger","2003-03-25",5,6,"USA",135
"eVq3xeEwQW","Aidan Wolf","2003-04-09",NA,NA,"USA",NA
"0Oq63oxzQ6","Aiden McFadden","1998-09-28",5,9,"USA",165
"kRQa2NroMK","Aiden Mesias","1999-10-23",5,8,"England",150
"0x5g24RRM7","Aikim Andrews","1996-06-20",NA,NA,"Trinidad & Tobago",NA
"XVqKear0M0","Aimé Mabika","1998-08-16",6,6,"Zambia",214
"p6qbOy13Q0","AJ Ajeakwa","1992-07-13",5,8,"USA",148
"XVqKWav2q0","AJ Gray","1988-04-12",5,8,"Canada",170
"NPqxx91gq9","Ajani Fortune","2002-12-30",5,8,"Trinidad & Tobago",154
"NWMWL3XK5l","Aké Arnaud Loba","1998-04-01",5,11,"Ivory Coast",165
"raMyr9D25d","Akeem Ward","1996-01-05",5,7,"USA",150
"zeQZ7NEgMK","Akeil Barrett","1992-07-02",5,7,"Jamaica",141
"eV5DLYJa5K","Akil Watts","2000-02-04",5,10,"USA",159
"BLMvlxpAqx","Akira Fitzgerald","1987-07-17",5,11,"Japan",174
"e7Mz7N95r0","Akira Kaji","1980-01-13",5,9,"Japan",163
"EGMPn07Aqa","Alain Hernandez","1999-12-23",5,8,"USA",163
"xW5pZo6Qg1","Alain Rochat","1983-02-01",6,0,"Switzerland",172
"wvq9p9y15W","Alan Benítez","1994-01-25",5,10,"Paraguay",152
"wvq9X6JB5W","Alan Carleton","2005-03-20",5,8,"USA",119
"KAqB9XzA5b","Alan Franco","1996-10-11",5,11,"Argentina",170
"OlMlYJw5Lz","Alan Gordon","1981-10-16",6,3,"USA",192
"Xj5Y8jyyMb","Alan Pulido","1991-03-08",5,9,"Mexico",150
"7vQ7BK9eqD","Alan Rutkowski","2006-10-26",NA,NA,"USA",NA
"315VPZD9Q9","Alan Solorio","2001-05-23",6,1,"USA",165
"KAqB9EbX5b","Alan Steven Franco","1998-08-21",5,9,"Ecuador",163
"EGMPZOJVqa","Alan Velasco","2002-07-27",5,6,"Argentina",139
"aDQ0NemE5E","Alan Winn","1996-02-18",5,10,"USA",165
"Xj5Y9zKX5b","Alana Cook","1997-04-11",5,9,"USA",NA
"OlMlemn05L","Alann Torres","2003-09-24",5,10,"USA",165
"kRQabk1gMK","Alanna Kennedy","1995-01-21",5,9,"Australia",139
"Oa5wAaZXQ1","Alasanne Ates Diouf","2000-03-24",5,10,"Senegal",146
"kRQa27kbMK","Albert Dikwa","1998-01-02",5,11,"Cameroon",161
"BLMv1GlQxe","Albert Rusnák","1994-07-07",5,9,"Slovakia",135
"e7MzrE9Mr0","Albert Watson","1985-09-08",6,2,"Northern Ireland",194
"Oa5wVYJAM1","Alberth Elis","1996-02-12",6,0,"Honduras",170
"gOMnlWXmqw","Alberto Membrila","2003-10-05",5,10,"USA",150
"0Oq6lj0AM6","Alberto Navarro","1989-03-25",6,1,"USA",174
"Pk5LvnNQOW","Alberto Quintero","1987-12-18",5,5,"Panama",132
"ljqEjgZkQx","Albi Skendi","1993-09-26",6,4,"Albania",194
"gOMnlynOqw","Aldair Sanchez","2002-06-06",5,8,"USA",146
"KAqBkYKVQb","Aldo Carmona","2005-03-07",NA,NA,"USA",NA
"315VP2PYQ9","Aldo Quintanilla","1995-05-18",5,9,"Mexico",181
"Oa5wA04WQ1","Ale Santana","2002-02-13",NA,NA,"Brazil",NA
"Xj5Y9ZY05b","Alec Diaz","2001-12-07",5,9,"Puerto Rico",154
"7vQ73KrGQD","Alec Kann","1990-08-08",6,4,"USA",192
"KPqjw82YQ6","Alec Marshall",NA,NA,NA,"USA",NA
"gOMn2jBXMw","Alec Smir","1999-04-13",NA,NA,"USA",NA
"KXMeOPmPq6","Alec Sundly","1992-07-08",6,0,"USA",159
"vzqodWY7Qa","Alejandro Alvarado Jr.","2003-07-29",5,8,"USA",150
"wvq9eYEBqW","Alejandro Araneda","2003-01-20",NA,NA,"USA",NA
"KXMe4l1Q64","Alejandro Bedoya","1987-04-29",5,10,"USA",161
"eVq3xNxXQW","Alejandro Cano","2004-05-21",6,0,"USA",170
"2vQ1NbKlMr","Alejandro Covarrubias","1991-09-17",6,1,"USA",170
"Xj5Y6JVwqb","Alejandro Fuenmayor","1996-08-29",5,11,"Venezuela",154
"NWMWo2GeMl","Alejandro Granados Torres","2006-05-30",NA,NA,"Spain",NA
"4wM42W7lqj","Alejandro Guido","1994-03-22",5,11,"USA",174
"7vQ7BAaYqD","Alejandro Lara","1998-09-15",6,1,"USA",165
"zeQZXebz5K","Alejandro Padilla","2001-01-28",6,3,"USA",185
"XVqKYWG2M0","Alejandro Pozuelo","1991-09-20",5,7,"Spain",139
"XVqKWjvNq0","Alejandro Romero Gamarra","1995-01-11",5,7,"Paraguay",148
"N6MmobNPqE","Alejandro Silva","2002-01-13",5,7,"USA",141
"Pk5L1dNEqO","Alejandro Silva","1989-09-04",5,10,"Uruguay",152
"KAqBNW7Aqb","Alejandro Torres","2004-01-26",NA,NA,"USA",NA
"raMyez0kMd","Alejandro Urzua","2006-04-03",NA,NA,"USA",NA
"gOMnRPlOMw","Alejandro Zendejas","1998-02-07",5,5,"USA",146
"XVqK266N50","Alejo Tangredi","2004-11-23",NA,NA,"Spain",NA
"0Oq636e6Q6","Aleks Berkolds","1996-04-27",6,1,"USA",185
"315VPO66Q9","Aleksandar Gluvacevic","1997-09-08",6,5,"USA",187
"2lqRBW0qr0","Aleksandar Katai","1991-02-06",6,0,"Serbia",154
"Oa5wALpYQ1","Alessandro Castro","2000-02-26",5,9,"Honduras",163
"gpMOk7OMzy","Alessandro Lambrughi","1987-05-19",6,0,"Italy",170
"kRQa2okMKZ","Alessandro Nesta","1976-03-19",6,1,"Italy",176
"eV5DLKjn5K","Alessandro Riggi","1993-11-30",5,5,"Canada",161
"p6qbe72X50","Alessandro Schöpf","1994-02-07",5,10,"Austria",163
"Pk5L1BvLqO","Alex","1988-12-15",5,8,"Brazil",157
"NWMWVGveQl","Alex Arlitt","1993-08-25",5,5,"USA",NA
"Oa5wdrVBq1","Alex Benjamin Rodriguez Escobar","2003-01-31",NA,NA,"Uruguay",NA
"OlMlee1D5L","Alex Bobocea","2002-10-14",5,11,"USA",176
"ljqEjOZEQx","Alex Bono","1994-04-01",6,3,"USA",194
"ljqEVnyAQx","Alex Bruce","1998-10-28",6,1,"England",165
"9z5kaZEYQA","Alex Caskey","1988-07-22",5,10,"USA",154
"gpMOz2WRQz","Alex Cooper","1991-11-04",5,11,"Scotland",170
"7VqGjlNY5v","Alex Crognale","1994-08-27",6,5,"USA",205
"9vQ29kWLqK","Alex Culwell","1994-05-17",6,2,"USA",190
"p6qbed3w50","Alex Davey","1994-11-24",6,4,"Scotland",165
"BLMvlgGAqx","Alex De John","1991-05-10",6,0,"USA",176
"Pk5L113LqO","Alex Horwath","1987-03-27",6,3,"USA",185
"gOMnRpBOMw","Alex Kapp","1994-10-18",6,1,"USA",187
"N6MmWAmwqE","Alex Knox","1997-06-21",5,11,"USA",170
"OlMlrGoEqL","Alex Lee","1990-01-15",5,10,"Guam",161
"e7Mz9jAGQr","Alex Martinez","1991-08-25",5,8,"USA",161
"7vQ73KzdQD","Alex McQueen","1995-03-24",6,2,"Grenada",154
"a35rKEYGqL","Alex Méndez","2000-09-06",5,9,"USA",150
"vzqorVrB5a","Alex Mendoza","1990-08-16",5,9,"USA",161
"a35ryB2AML","Alex Monis","2003-03-20",5,7,"USA",135
"KAqBNo0mqb","Alex Moreno","2005-07-14",NA,NA,"USA",NA
"7VqGm02dMv","Alex Morgan","1989-07-02",5,7,"USA",NA
"gpMOa1XOqz","Alex Morrell","1994-05-11",5,7,"USA",141
"gOMnR96lMw","Alex Muyl","1995-09-30",5,11,"USA",174
"Oa5wYVdXQ1","Álex Pérez","1991-08-11",6,3,"Spain",176
"gjMNjnavMK","Alex Rando","2001-04-15",6,3,"USA",185
"Vj58w7RmM8","Alex Roldan","1996-07-28",5,10,"USA",154
"vzqorxkY5a","Alex Tambakis","1992-12-08",6,2,"Greece",198
"9Yqdw7Oj5v","Alex Tejera","1996-01-29",NA,NA,"USA",NA
"eV5DL9zE5K","Alex Touche","1999-06-02",6,3,"USA",201
"XVqKeenNM0","Alex Villanueva","2002-07-09",5,7,"USA",135
"4wM4a21l5j","Alex Wimmer","1990-10-09",6,6,"USA",194
"eV5DzpYYQK","Alexa Kimball","1995-09-21",5,7,"USA",126
"2vQ1N2ybMr","Alexa Newfield","1991-12-03",5,3,"USA",NA
"315VPzvvQ9","Alexander Ainscough","1995-04-12",5,10,"USA",161
"7VqG01AzQv","Alexander Alvarado","1999-04-21",5,5,"Ecuador",148
"p6qbOYXXQ0","Alexander Anderson","1985-12-14",NA,NA,"Sweden",NA
"NWMWRNKQlz","Alexander Büttner","1989-02-11",5,9,"Netherlands",165
"vzqorjWv5a","Alexander Callens","1992-05-04",6,1,"Peru",168
"raMyAZ3kMd","Alexander Comsia","1996-08-01",6,0,"Canada",159
"eVq3x1KXQW","Alexander Dexter","1998-11-03",NA,NA,"USA",NA
"Oa5wAbADQ1","Alexander Francois","2003-04-29",NA,NA,"USA",NA
"gjMNjWyKMK","Alexander Freeman","2004-08-09",6,2,"USA",NA
"gpMOe8EEqz","Alexander Garuba","1997-03-04",6,0,"USA",170
"raMyed32Md","Alexander Hall","2005-10-24",NA,NA,"USA",NA
"OlMlBGDyqL","Alexander Hauschild","2006-03-15",NA,NA,"USA",NA
"Pk5Le1DDqO","Alexander Krakowiak-Castro","2001-02-17",5,7,"Poland",150
"eV5DL8YZ5K","Alexander Langer","1994-05-17",6,2,"Germany",NA
"aDQ0a6J3ME","Alexander López","1992-06-05",5,9,"Honduras",157
"N6Mm7wmxqE","Alexander Mangels","1993-07-29",6,4,"USA",194
"raMyAgyJMd","Alexander Molano","1992-04-10",5,10,"USA",NA
"gOMn66nAMw","Alexander Ring","1991-04-09",5,10,"Finland",161
"OlMleODy5L","Alexander Romero","2004-09-24",5,10,"USA",150
"kRQao9385K","Alexander Svetanoff","2003-04-02",6,2,"Macedonia",190
"gOMnlpwAqw","Alexander Yagudayev","2006-08-13",NA,NA,"USA",NA
"XVqKW9Zwq0","Alexandra Chidiac","1999-01-15",NA,NA,"Australia",NA
"Xj5Y41ryMb","Alexandre Cox-Ashwood","1998-04-05",NA,NA,"France",NA
"EGMPxA0MaY","Alexandre Pato","1989-09-02",5,11,"Brazil",159
"jYQJzmgEQG","Alexandru Matan","1999-08-29",5,6,"Romania",135
"2vQ1LD8Oqr","Alexandru Mitrita","1995-02-08",5,7,"Romania",143
"eVq3anEgMW","Alexi Gómez","1993-03-04",5,9,"Peru",139
"jYQJaJrkqG","Alexi Jaimes","1997-08-04",5,9,"USA",154
"odMXEl7A5Y","Alexis Gonzalez","2004-06-16",6,1,"USA",NA
"0Oq6Lbp7M6","Alexis Loera",NA,NA,NA,"USA",NA
"KPqj6XjBq6","Alexis Souahy","1995-01-13",6,1,"France",179
"Oa5wVOAAM1","Alexis Velela","1998-04-17",5,9,"USA",154
"gOMnRdlxMw","Alexnyarko Harlley","1992-06-28",6,2,"Togo",174
"315VXppVQ9","Alexsander Andrade","1998-09-06",5,7,"Brazil",137
"KAqBjY2Aqb","Alexy Bosetti","1993-04-23",5,7,"France",143
"9vQ2ZdlYQK","Alfonso Ocampo-Chavez","2002-03-25",5,9,"USA",128
"kRQaokO85K","Alfonso Vázquez Villar","2002-06-16",6,0,"USA",150
"2lqRRkw2qr","Alfredo Morales","1990-05-12",6,0,"USA",170
"EGMPGL6QaY","Alfredo Ortuño","1991-01-21",6,0,"Spain",170
"kRQaozOL5K","Alfusainey Jatta","1999-08-15",6,2,"Gambia",170
"jYQJz8pkQG","Alhaji Kamara","1994-04-16",5,11,"Sierra Leone",161
"ljqEbOzQx0","Alhassane Keita","1983-06-26",5,7,"Guinea",150
"7VqGmnyzMv","Ali Adnan","1993-12-19",6,1,"Iraq",168
"NPqxADDYQ9","Ali Ahmed",NA,5,11,"Canada",154
"2lqRRwmnqr","Ali Ghazal","1992-02-01",5,11,"Egypt",159
"kRQabok8MK","Ali Krieger","1984-07-28",5,6,"USA",132
"jYQJ1g8dqG","Ali Riley","1987-10-30",5,5,"New Zealand",119
"wvq9Xbxl5W","Alia Martin","1998-06-09",NA,NA,"USA",NA
"Xj5Y9PzE5b","Alika Keene","1994-01-15",NA,NA,"Jamaica",NA
"EGMPZ0E6qa","Alioune Diakhate","1994-04-10",5,11,"Senegal",165
"Vj58WR0EM8","Alioune Ndour","2001-03-03",6,2,"Senegal",174
"BLMv7jlj5x","Alison Jahansouz","1996-12-29",5,10,"USA",NA
"9vQ2ZxpxQK","Alisson","1999-12-03",5,11,"Brazil",176
"9YqdoZeR5v","Alistair Johnston","1998-10-08",5,11,"Canada",170
"4JMAaDp2MK","Aljaz Ivacic","1993-12-29",6,2,"Slovenia",179
"eVq3GnyqWO","Aljaz Struna","1990-08-04",6,2,"Slovenia",179
"NPqxeJ4kQ9","Allan Cruz","1996-02-24",5,5,"Costa Rica",115
"ljqELxGY5x","Allan Cuartas","2002-10-01",5,7,"Colombia",150
"BLMv6BoAMx","Allan Juarez Aristondo","2004-02-02",5,5,"USA",141
"aDQ0Nmyl5E","Allan Rodriguez","2004-05-27",5,6,"USA",152
"KAqB9Gz45b","Allan Zebie","1993-05-29",5,7,"Canada",165
"kRQaWv1o5K","Allen Escalante","2000-02-18",NA,NA,"USA",NA
"wvq9ekWmqW","Allen Gavilanes","1999-08-24",5,7,"USA",135
"9vQ22BVxQK","Allen Seals","2000-03-09",6,0,"USA",165
"7vQ73A92QD","Allen Yanes","1997-07-04",6,0,"Guatemala",150
"Vj58wkk3M8","Allexon Saravia","2000-09-22",5,7,"El Salvador",143
"9z5k7GpK5A","Alli Murphy","1994-05-13",5,3,"Republic of Ireland",NA
"vzqoJZgJ5a","Allie Hess",NA,NA,NA,"USA",NA
"gOMnRdyOMw","Allie Long","1987-08-13",5,8,"USA",130
"e7Mzl1vJqr","Allie Wisner","1990-10-12",5,7,"USA",NA
"OlMleK0E5L","Allison Wetherington","1994-11-30",5,4,"USA",NA
"xW5pwpkJMg","Allison Whitfield","1998-08-10",5,10,"USA",NA
"p6qbozp6Q0","Alljaz Dzankic","2002-03-19",NA,NA,"Slovenia",NA
"aDQ0ND9G5E","Ally Haran","1996-05-21",5,9,"Canada",NA
"gpMOo0eyMz","Ally Ng'anzi","2000-09-03",5,11,"Tanzania",159
"NWMWV07EQl","Ally Prisock","1997-01-18",5,8,"USA",NA
"0Oq6w6D6Q6","Ally Watt","1997-03-12",NA,NA,"USA",NA
"0x5g2nzPM7","Allysha Chapman","1989-01-25",5,3,"Canada",123
"NWMWla0E5l","Allyson Swaby","1996-10-03",5,9,"Jamaica",157
"zeQZJXnKQK","Almuth Schult","1991-02-09",5,11,"Germany",157
"KPqjwdw8Q6","Alonso Coello","1999-10-12",6,1,"Spain",181
"EGMPn8Bjqa","Alphonso Davies","2000-11-02",5,11,"Canada",159
"BLMv7ZBA5x","Álvaro Barreal","2000-08-17",5,8,"Argentina",146
"7VqG82XQvW","Álvaro Fernández","1985-10-11",6,1,"Uruguay",161
"gpMOzZlrQz","Álvaro Medrán","1994-03-15",5,9,"Spain",157
"0x5gWwgr57","Álvaro Quezada","1999-03-04",5,9,"USA",150
"KAqBj984qb","Álvaro Rey","1989-07-11",6,0,"Spain",172
"KAqBdbAMbg","Álvaro Saborio","1982-03-25",6,0,"Costa Rica",172
"eV5D0G2Z5K","Alvas Powell","1994-07-18",6,0,"Jamaica",165
"eVq3aLDvMW","Alvin Jones","1994-09-07",NA,NA,"Trinidad & Tobago",NA
"EGMPl724Ma","Aly Hassan","1989-05-15",6,2,"USA",174
"BLMvz047Mx","Alyssa Kleiner","1993-04-01",5,9,"USA",NA
"EGMPZanrqa","Alyssa Malonson","1999-04-09",NA,NA,"USA",NA
"Xj5Y6mWlqb","Alyssa Mautz","1989-07-29",5,5,"USA",NA
"9z5k7P4g5A","Alyssa Naeher","1988-04-20",5,9,"USA",152
"7VqGjyKA5v","Amadou Dia","1993-06-08",5,10,"France",154
"gpMOowZEMz","Amadou Diop","1995-08-17",6,4,"Senegal",185
"Pk5L7lPNMO","Amahl Knight","1993-11-19",6,3,"Jamaica",190
"Pk5L1ADOqO","Amanda Da Costa","1989-10-07",NA,NA,"Portugal",NA
"gOMnREv8Mw","Amanda Dennis","1998-05-25",6,0,"USA",NA
"XVqKWbOKq0","Amanda Frisbie","1992-05-29",5,8,"USA",NA
"kRQaWLbk5K","Amanda Kowalski","1998-09-01",NA,NA,"USA",NA
"9vQ2ZedoQK","Amanda McGlynn","1998-11-03",5,9,"USA",NA
"odMX7W4JQY","Amanda Visco","1997-10-20",NA,NA,"USA",NA
"gjMNv6j4MK","Amandine Henry","1989-09-28",5,7,"France",141
